overlap,regime,load,shift,method,metric,mean,lower95,upper95
5,per_pair,4,False,baseline_high,retention,0.9881552640113215,0.9800591490003814,0.994072448538367
5,per_pair,4,False,baseline_high,worst_pair,0.966338889538568,0.9381827134539995,0.9863830716238138
5,per_pair,4,False,baseline_high,new_learning,0.9910517454687978,0.9841710804804347,0.9957195648376782
5,per_pair,4,False,baseline_high,forgetting,0.0028964814574765165,0.0009739716400742886,0.005746060982273103
5,per_pair,4,False,baseline_high,noise_retention,0.9668147784196739,0.9553014742556908,0.975742038342846
5,per_pair,4,False,baseline_high,reversal,0.9834833099502295,0.9685193411350371,0.9939324280359824
5,per_pair,4,False,baseline_high,unchanged,0.9776818810018639,0.9692696527320629,0.9851777324282891
5,per_pair,4,False,baseline_high,below_chance,0.0,0.0,0.0
5,per_pair,4,False,ordinary,retention,0.9905226719723421,0.9838627047974188,0.9949436370800674
5,per_pair,4,False,ordinary,worst_pair,0.9725390929701915,0.9488767557569718,0.9876428633682302
5,per_pair,4,False,ordinary,new_learning,0.9927029563238667,0.986449124215632,0.9964538625116055
5,per_pair,4,False,ordinary,forgetting,0.002180284351524659,0.000685346119674898,0.0040522735232608464
5,per_pair,4,False,ordinary,noise_retention,0.9684729197424543,0.9581969475220207,0.9766738388474805
5,per_pair,4,False,ordinary,reversal,0.975217399392188,0.9522956202139893,0.9935826437917173
5,per_pair,4,False,ordinary,unchanged,0.9805858030857992,0.971167092533008,0.9883973495412773
5,per_pair,4,False,ordinary,below_chance,0.0,0.0,0.0
5,per_pair,4,False,homeostasis,retention,0.9917512618609727,0.9873256584928736,0.9952040630399549
5,per_pair,4,False,homeostasis,worst_pair,0.9757435130392197,0.9597716882545182,0.9875487203372791
5,per_pair,4,False,homeostasis,new_learning,0.9938350773475731,0.990101927225106,0.9965117125030275
5,per_pair,4,False,homeostasis,forgetting,0.0020838154866006063,0.00043727654498203325,0.004202964345255319
5,per_pair,4,False,homeostasis,noise_retention,0.9735852434506906,0.9652126485476552,0.9806870292748355
5,per_pair,4,False,homeostasis,reversal,0.9888173091829051,0.9809853409880429,0.9952701748794409
5,per_pair,4,False,homeostasis,unchanged,0.9783277950087917,0.9577828149195022,0.9911109693129365
5,per_pair,4,False,homeostasis,below_chance,0.0,0.0,0.0
5,per_pair,4,False,sham,retention,0.9881501123475648,0.9792651026280115,0.9945751932424547
