overlap,regime,load,shift,method,pair,subsequent_presentations,retention,lower95,upper95,forgetting,lower95_forgetting,upper95_forgetting
5,per_pair,16,False,direct,2,1664,0.9107159297801303,0.8141230142170147,0.9778450286869589,0.08763542008991265,0.020768790997136844,0.18421567791694896
5,per_pair,16,False,direct,3,1536,0.9653197031300529,0.9238000659791038,0.9925538837180075,0.02839536787439716,0.004224610541011919,0.06392166240399291
5,per_pair,16,False,direct,4,1408,0.9677389656926388,0.9144622414924327,0.9960482863646248,0.022590422313984827,0.0008081064783442783,0.06253322228936761
5,per_pair,16,False,direct,5,1280,0.9413533377587083,0.8769645962846868,0.9870186195945644,0.05479432775918756,0.010251952299744108,0.11886043317064457
5,per_pair,16,False,direct,6,1152,0.9691510429628467,0.9317117854121775,0.9926864219224556,0.024054316670531553,0.0010110233266703373,0.05777286898301861
5,per_pair,16,False,direct,7,1024,0.9500953788283178,0.8689220841932509,0.9949345053645441,0.04162301163191401,-0.0003954723459301043,0.1200789856525481
5,per_pair,16,False,direct,8,896,0.9819586184863898,0.958802125070987,0.996288523065665,0.015392604966731666,0.0011948216992066682,0.038196586415651
5,per_pair,16,False,direct,9,768,0.9584368832238422,0.8881469438594034,0.9955805399300365,0.03799623508744405,0.002054138747923674,0.10715307328470665
5,per_pair,16,False,direct,10,640,0.9402322238844341,0.880841638795415,0.98631809807648,0.05104347065499948,0.009828051803091126,0.10447899145945638
5,per_pair,16,False,direct,11,512,0.9943805520799538,0.9887025608602928,0.9986955918515277,-0.006178287442082556,-0.01319134388590348,-0.0006890885707583343
5,per_pair,16,False,direct,12,384,0.9721232948629147,0.9291468433123108,0.998458051278791,0.018401056699947894,0.00019747713967361146,0.051108695483366016
5,per_pair,16,False,direct,13,256,0.9961729053405538,0.9931821700001879,0.9984891957854118,0.0004968688986113958,-0.0031543648086767356,0.0041107566719761
5,per_pair,16,False,direct,14,128,0.9983774618366951,0.9962188908216303,0.9996173934247952,0.0004524765650373204,-0.00047982836142190295,0.0017889712981730209
5,per_pair,16,False,direct,15,0,0.9962035873810597,0.9919591910393029,0.9991180095062331,0.0,0.0,0.0
5,per_pair,16,False,oracle,0,1920,0.9987098591052123,0.9978102152483324,0.9994220775519312,0.0,0.0,0.0
5,per_pair,16,False,oracle,1,1792,0.9951257504624541,0.9920904887553087,0.997693168775515,0.0,0.0,0.0
5,per_pair,16,False,oracle,2,1664,0.9979613149114864,0.9966434477801153,0.9989848209372392,0.0,0.0,0.0
5,per_pair,16,False,oracle,3,1536,0.9935879276927828,0.9859716867589294,0.9986703308621515,0.0,0.0,0.0
5,per_pair,16,False,oracle,4,1408,0.9981657800033806,0.9970920995345063,0.9990693593733584,0.0,0.0,0.0
5,per_pair,16,False,oracle,5,1280,0.9975170694591352,0.9954515160671131,0.9988853646836685,0.0,0.0,0.0
5,per_pair,16,False,oracle,6,1152,0.9957409500735857,0.9916472887064793,0.9986510946316575,0.0,0.0,0.0
5,per_pair,16,False,oracle,7,1024,0.996345756634168,0.9919351300717554,0.9990155281936596,0.0,0.0,0.0
5,per_pair,16,False,oracle,8,896,0.9969879536001295,0.9951379664520659,0.9985808198532675,0.0,0.0,0.0
5,per_pair,16,False,oracle,9,768,0.9983676989647856,0.9976585599772979,0.9989852148544863,0.0,0.0,0.0
5,per_pair,16,False,oracle,10,640,0.9943946187379762,0.9875765615845215,0.9991367269873895,0.0,0.0,0.0
5,per_pair,16,False,oracle,11,512,0.9971495249141977,0.9944961984915144,0.9989363236913519,0.0,0.0,0.0
5,per_pair,16,False,oracle,12,384,0.9937043253726857,0.987574250984693,0.9984629487122091,0.0,0.0,0.0
5,per_pair,16,False,oracle,13,256,0.9921190671797561,0.9798528492916289,0.9988392503947394,0.0,0.0,0.0
5,per_pair,16,False,oracle,14,128,0.9956742272881843,0.9912282337044436,0.9988940730313651,0.0,0.0,0.0
5,per_pair,16,False,oracle,15,0,0.9971103701259486,0.9943718244726156,0.9990650455139038,0.0,0.0,0.0
5,per_pair,16,False,fixed_homeostasis,0,1920,0.9672472079539624,0.9390787070823221,0.9885169535795935,0.03086913896301165,0.009874167163205308,0.058770776159644024
5,per_pair,16,False,fixed_homeostasis,1,1792,0.9617461128487182,0.9284112711639743,0.9858744041139788,0.030862779474007913,0.008139447044709579,0.06374830546010883
5,per_pair,16,False,fixed_homeostasis,2,1664,0.9438729386734274,0.8962402469607665,0.9797230926147303,0.04918054235256077,0.014072138857122315,0.09645818716958614
5,per_pair,16,False,fixed_homeostasis,3,1536,0.9677189079798851,0.9467018068286176,0.9853306251471489,0.021994602503876828,0.006999436040278955,0.041011188238001955
5,per_pair,16,False,fixed_homeostasis,4,1408,0.9588867098303498,0.9198211401174344,0.9866318700113516,0.03093731360027258,0.00619805015907959,0.06677835267974407
5,per_pair,16,False,fixed_homeostasis,5,1280,0.9665867551965572,0.9384538360931666,0.9851075597472114,0.025043763523431295,0.007445964938745687,0.05113960471754572
5,per_pair,16,False,fixed_homeostasis,6,1152,0.9639935523786249,0.9354253566415524,0.984099922597531,0.024170149924384748,0.007285508752967791,0.04832713432732806
5,per_pair,16,False,fixed_homeostasis,7,1024,0.955240548846131,0.9123681292052606,0.9833636587854091,0.03221107620946704,0.010864278088780549,0.06098797298462422
5,per_pair,16,False,fixed_homeostasis,8,896,0.9380260161224281,0.8635391297041652,0.982855685601556,0.04427654656111479,0.009025123933958079,0.10226029831413382
5,per_pair,16,False,fixed_homeostasis,9,768,0.9792138222818906,0.9666549334065685,0.9894991551575049,0.01327016590755628,0.003574269946629969,0.0251109260280121
5,per_pair,16,False,fixed_homeostasis,10,640,0.9701604559217177,0.9435388085075452,0.989302147823029,0.011809777859047752,-0.0006553666502500421,0.02965257792216349
5,per_pair,16,False,fixed_homeostasis,11,512,0.9842691938107601,0.9701739723204357,0.9935276544077695,0.005426910931722405,-0.003521895801530299,0.01831654566916396
5,per_pair,16,False,fixed_homeostasis,12,384,0.9828137718179879,0.9724985236598357,0.9915446733249562,-9.104662757929612e-05,-0.0059367998841430136,0.005825876850734453
5,per_pair,16,False,fixed_homeostasis,13,256,0.9805325645227437,0.9670082424878932,0.9901224774492545,0.003602474885541935,-0.006052286006885709,0.015214558941513568
