overlap,regime,load,family,metric,mean,lower95,upper95
2,per_pair,8,random4,retention,0.7952167656971321,0.7674826972667221,0.8219903506828268
2,per_pair,8,random4,worst_pair,0.2737472313407416,0.20879638163249295,0.3438371495562006
2,per_pair,8,random4,new_learning,0.9900079429597224,0.9867622257188494,0.9929017731603951
2,per_pair,8,random4,forgetting,0.1947911772625901,0.16866850785347562,0.22209562794891444
2,per_pair,8,random4,noise_retention,0.7662902395518363,0.7423155272318003,0.7898353922256843
2,per_pair,8,random4,reversal,0.8536387766507934,0.8143421561930204,0.8905924555609063
2,per_pair,8,random4,unchanged_after_reversal,0.6749583369494838,0.6391551848008613,0.711257331459306
2,per_pair,8,random4,noise_reversal,0.8222491105953866,0.7876982549700929,0.8552439475166336
2,per_pair,8,random6,retention,0.8724183286858583,0.8501816862018526,0.8933774957880067
2,per_pair,8,random6,worst_pair,0.4406303909677599,0.3640579137243434,0.5155244989308662
2,per_pair,8,random6,new_learning,0.9915748559268376,0.9891469913491802,0.9936616670219386
2,per_pair,8,random6,forgetting,0.11915652724097911,0.09863693674723234,0.14089676561763734
2,per_pair,8,random6,noise_retention,0.8287348336140097,0.8087351752239449,0.8483894867402078
2,per_pair,8,random6,reversal,0.893884235649546,0.8643768241834783,0.9219501539876324
2,per_pair,8,random6,unchanged_after_reversal,0.7655257390287898,0.7227466528285501,0.8085453167936847
2,per_pair,8,random6,noise_reversal,0.8648231813761058,0.8371918410513761,0.891105949150303
2,per_pair,8,oracle,retention,0.9970663232540545,0.9961450603628839,0.9978615821134666
2,per_pair,8,oracle,worst_pair,0.9852523492721312,0.9792381482259536,0.9904757637780842
2,per_pair,8,oracle,new_learning,0.9970663232540545,0.9961450603628839,0.9978615821134666
2,per_pair,8,oracle,forgetting,0.0,0.0,0.0
2,per_pair,8,oracle,noise_retention,0.9970663232540545,0.9961450603628839,0.9978615821134666
2,per_pair,8,oracle,reversal,0.9949120444511059,0.9901313736472368,0.9979414522879769
2,per_pair,8,oracle,unchanged_after_reversal,0.9963282264423455,0.9945753108047997,0.9978011224063906
2,per_pair,8,oracle,noise_reversal,0.9949120444511059,0.9901313736472368,0.9979414522879769
2,per_pair,16,native4,retention,0.7047954331255439,0.6732351302222115,0.7366242647045969
2,per_pair,16,native4,worst_pair,0.03792822720758007,0.020975936653557053,0.057215964385876464
2,per_pair,16,native4,new_learning,0.9903743375722842,0.9873875778951343,0.9931013539073945
2,per_pair,16,native4,forgetting,0.28557890444674017,0.2538920349626019,0.31696029505411866
2,per_pair,16,native4,noise_retention,0.6828572124585534,0.6564054887722421,0.7099129850272475
2,per_pair,16,native4,reversal,0.7655918405508404,0.7284089481544852,0.80131134675014
2,per_pair,16,native4,unchanged_after_reversal,0.5955448939190096,0.5542923081507523,0.63477244305266
2,per_pair,16,native4,noise_reversal,0.7453035287741404,0.7124024612212166,0.7766333560277837
2,per_pair,16,native6,retention,0.7875651484643422,0.7590816643656444,0.8164346155275721
2,per_pair,16,native6,worst_pair,0.10288766540423168,0.056028971318630445,0.16092619010181397
2,per_pair,16,native6,new_learning,0.989506417628669,0.9855763358254325,0.9927433622768135
2,per_pair,16,native6,forgetting,0.2019412691643268,0.17419730355513222,0.22898621517611714
2,per_pair,16,native6,noise_retention,0.7485708681211144,0.7223731868272184,0.7752899533394516
2,per_pair,16,native6,reversal,0.8162820886009148,0.780955166974198,0.8494216041561096
2,per_pair,16,native6,unchanged_after_reversal,0.6840132372481048,0.6406191451306903,0.726651801932685
2,per_pair,16,native6,noise_reversal,0.7825113714188339,0.7514488829512206,0.8122198008920691
2,per_pair,16,direct,retention,0.8706524675355877,0.8460678234943552,0.894505193715081
2,per_pair,16,direct,worst_pair,0.2885622268489154,0.20216756055772098,0.38190633144235725
2,per_pair,16,direct,new_learning,0.9914486410614438,0.9887422809303388,0.9936609140112981
2,per_pair,16,direct,forgetting,0.1207961735258561,0.09686824894359464,0.14559807067758188
2,per_pair,16,direct,noise_retention,0.8435188817879118,0.8224838373198946,0.8640593581443283
2,per_pair,16,direct,reversal,0.8794243777557873,0.8496140083097817,0.9072879580976002
2,per_pair,16,direct,unchanged_after_reversal,0.746498296310981,0.7012521853686665,0.7921474311385798
