overlap,regime,load,shift,method,metric,mean,lower95,upper95
2,per_pair,4,False,oracle,below_chance,0.0,0.0,0.0
2,per_pair,4,False,fixed_homeostasis,retention,0.957305162588045,0.9352480126590282,0.9766358949292447
2,per_pair,4,False,fixed_homeostasis,worst_pair,0.8514017674364303,0.7681056897684628,0.9226096956986959
2,per_pair,4,False,fixed_homeostasis,new_learning,0.99435046020186,0.988786596867216,0.9978156291423975
2,per_pair,4,False,fixed_homeostasis,forgetting,0.037045297613815024,0.019265815417696362,0.05788561908200852
2,per_pair,4,False,fixed_homeostasis,noise_retention,0.9315096798576348,0.9105314145169373,0.9509911211923409
2,per_pair,4,False,fixed_homeostasis,reversal,0.9160275330243496,0.8621136056470139,0.9612421772147398
2,per_pair,4,False,fixed_homeostasis,unchanged,0.8312927470257214,0.754650473826123,0.9028663317754424
2,per_pair,4,False,fixed_homeostasis,below_chance,0.0234375,0.0,0.0546875
2,per_pair,4,False,fixed_sham,retention,0.9571568279150804,0.9367360946496952,0.9743802697175444
2,per_pair,4,False,fixed_sham,worst_pair,0.8450325701454076,0.7652897864966947,0.9108712931211096
2,per_pair,4,False,fixed_sham,new_learning,0.9935896320348192,0.9872639788303947,0.9974663175777708
2,per_pair,4,False,fixed_sham,forgetting,0.03643280411973874,0.01968503867124462,0.056674158939411926
2,per_pair,4,False,fixed_sham,noise_retention,0.9332447065857952,0.9132617958206488,0.9514966340801664
2,per_pair,4,False,fixed_sham,reversal,0.9309920749548055,0.8868309752068094,0.9676103288762323
2,per_pair,4,False,fixed_sham,unchanged,0.8324172380312735,0.7544614045985737,0.9022280051969904
2,per_pair,4,False,fixed_sham,below_chance,0.018229166666666664,0.0026041666666666665,0.0390625
2,per_pair,8,False,baseline6,retention,0.8818614160730828,0.850369916860561,0.9125115182818254
2,per_pair,8,False,baseline6,worst_pair,0.4563212012082556,0.34561184340117324,0.5706807252492134
