overlap,regime,load,shift,method,pair,subsequent_presentations,retention,lower95,upper95,forgetting,lower95_forgetting,upper95_forgetting
2,per_pair,2,False,baseline6,0,128,0.968772999074873,0.9335325953894824,0.9977844483964413,0.029390347643750658,0.0013631615606366672,0.06304150702875332
2,per_pair,2,False,baseline6,1,0,0.9890446287561088,0.9722260744890993,0.9983728546561539,0.0,0.0,0.0
2,per_pair,2,False,ordinary,0,128,0.968772999074873,0.9335325953894824,0.9977844483964413,0.029390347643750658,0.0013631615606366672,0.06304150702875332
2,per_pair,2,False,ordinary,1,0,0.9890446287561088,0.9722260744890993,0.9983728546561539,0.0,0.0,0.0
2,per_pair,2,False,homeostasis,0,128,0.9677743162832297,0.9238995164335544,0.9975287433166993,0.03022338240396465,0.0008954477457079374,0.07371721310725292
2,per_pair,2,False,homeostasis,1,0,0.9874322304393679,0.9678875379375665,0.9983292633530036,0.0,0.0,0.0
2,per_pair,2,False,sham,0,128,0.975840936721186,0.9480453528609861,0.9972936167284122,0.022071486185763704,0.0011737471165034722,0.04963712748271442
2,per_pair,2,False,sham,1,0,0.9867736490713537,0.9649185908378096,0.9987128304156985,0.0,0.0,0.0
2,per_pair,2,False,random_ordinary,0,128,0.9629541501255556,0.9350616189783558,0.9855800365227707,0.03340731542873791,0.011261280376421054,0.06087614686499885
2,per_pair,2,False,random_ordinary,1,0,0.9926629413491361,0.987997853935111,0.9962832064853597,0.0,0.0,0.0
2,per_pair,2,False,random_homeostasis,0,128,0.9659904363885516,0.9398910848190707,0.986805920092601,0.029846591594967917,0.009462697747779601,0.05546592662416097
2,per_pair,2,False,random_homeostasis,1,0,0.9912975780586208,0.9826618177606722,0.9968616901694012,0.0,0.0,0.0
2,per_pair,2,False,direct,0,128,0.9990255631126237,0.9981801548061141,0.9996728612968905,0.0002002423882366683,-0.000334220459643298,0.0008217853784155043
2,per_pair,2,False,direct,1,0,0.9902612758152503,0.9731823771572312,0.9992451809310182,0.0,0.0,0.0
2,per_pair,2,False,oracle,0,128,0.9984811495129744,0.9979560240075266,0.9989401509380071,0.0,0.0,0.0
2,per_pair,2,False,oracle,1,0,0.9982615568045458,0.9974751502966578,0.9989171455148868,0.0,0.0,0.0
2,per_pair,2,False,fixed_homeostasis,0,128,0.9677743162832297,0.9238995164335544,0.9975287433166993,0.03022338240396465,0.0008954477457079374,0.07371721310725292
2,per_pair,2,False,fixed_homeostasis,1,0,0.9874322304393679,0.9678875379375665,0.9983292633530036,0.0,0.0,0.0
2,per_pair,2,False,fixed_sham,0,128,0.975840936721186,0.9480453528609861,0.9972936167284122,0.022071486185763704,0.0011737471165034722,0.04963712748271442
2,per_pair,2,False,fixed_sham,1,0,0.9867736490713537,0.9649185908378096,0.9987128304156985,0.0,0.0,0.0
2,per_pair,4,False,baseline6,0,384,0.9089467332156462,0.8295749853433354,0.9724501376006646,0.0892166135029773,0.0267500151802054,0.1673274127684402
2,per_pair,4,False,baseline6,1,256,0.9445083312753214,0.8891963343394004,0.9838395518849785,0.04453629748078731,0.013344238952021577,0.0839527738636191
2,per_pair,4,False,baseline6,2,128,0.9898863000802636,0.9814610740002093,0.9959808040971616,0.0077072568623552315,0.0019356108152763984,0.015783900443650245
2,per_pair,4,False,baseline6,3,0,0.9913482632824424,0.9811569910671879,0.9988221221088566,0.0,0.0,0.0
2,per_pair,4,False,ordinary,0,384,0.9089467332156462,0.8295749853433354,0.9724501376006646,0.0892166135029773,0.0267500151802054,0.1673274127684402
2,per_pair,4,False,ordinary,1,256,0.9445083312753214,0.8891963343394004,0.9838395518849785,0.04453629748078731,0.013344238952021577,0.0839527738636191
2,per_pair,4,False,ordinary,2,128,0.9898863000802636,0.9814610740002093,0.9959808040971616,0.0077072568623552315,0.0019356108152763984,0.015783900443650245
2,per_pair,4,False,ordinary,3,0,0.9913482632824424,0.9811569910671879,0.9988221221088566,0.0,0.0,0.0
2,per_pair,4,False,homeostasis,0,384,0.9247314000476321,0.8494872094529995,0.9799795361749214,0.07326629863956222,0.018366383962609263,0.14843429285072676
2,per_pair,4,False,homeostasis,1,256,0.925974710133625,0.8679029627990009,0.974391281949129,0.06145752030574289,0.02101706319330842,0.10841401491874521
2,per_pair,4,False,homeostasis,2,128,0.9831747852055688,0.9665517909538172,0.9942793670490357,0.013457371509955015,0.003259902786456635,0.029543991678764918
2,per_pair,4,False,homeostasis,3,0,0.9953397549653542,0.9911894874010375,0.9986229851864952,0.0,0.0,0.0
2,per_pair,4,False,sham,0,384,0.9022615809113027,0.8219037829735287,0.9641403252300795,0.09565084199564705,0.03421877197766606,0.17579326507027404
2,per_pair,4,False,sham,1,256,0.947862880933773,0.9074503946489076,0.9812015321696852,0.03891076813758055,0.012779167742535468,0.07101920133836835
2,per_pair,4,False,sham,2,128,0.9850802191976571,0.9749942258156058,0.9932259083811382,0.011169606345727386,0.003541632216734756,0.021009159044158256
